Date,Open,High,Low,Close,Adj Close,Volume
2019-07-03,114.870003,115.470001,113.779999,114.419998,109.960327,3707700
2019-07-05,114.050003,114.370003,112.550003,112.82,108.422691,2444000
2019-07-08,112.470001,112.790001,110.910004,111.519997,107.173363,2998700
2019-07-09,111.849998,113.360001,111.849998,113.080002,108.672546,2717700
2019-07-10,113.269997,114.650002,112.669998,114.529999,110.06604,3339100
2019-07-11,111.529999,112.239998,109.099998,109.82,105.539627,6589600
2019-07-12,109.470001,109.470001,105.150002,108.290001,104.069252,7211100
2019-07-15,108.300003,109.160004,107.589996,108.470001,104.242241,4405200
2019-07-16,109.0,109.190002,107.970001,108.82,104.578598,2206500
2019-07-17,109.349998,109.650002,107.080002,107.089996,102.916016,3507300
2019-07-18,107.830002,108.480003,107.239998,108.339996,104.117302,3232900
2019-07-19,108.5,108.519997,106.580002,106.790001,102.627724,4820600
2019-07-22,106.919998,107.360001,105.870003,107.269997,103.088997,2894400
2019-07-23,107.5,109.400002,106.059998,108.220001,104.001984,5098200
2019-07-24,108.349998,109.660004,107.160004,108.519997,104.290291,3762700
2019-07-25,108.57,110.379997,107.68,107.82,103.617561,4596700
2019-07-26,107.919998,109.230003,107.540001,108.269997,104.050041,3470700
2019-07-29,108.07,110.239998,108.07,108.720001,104.482498,3192500
2019-07-30,108.300003,110.019997,107.0,108.690002,104.453667,4664200
2019-07-31,108.059998,110.709999,107.610001,108.949997,104.703537,5535700
2019-08-01,109.019997,110.739998,108.309998,110.510002,106.202736,3679000
2019-08-02,110.959999,113.269997,110.190002,112.419998,108.038277,4477700
2019-08-05,111.379997,112.489998,107.440002,108.709999,104.472885,4765800
2019-08-06,109.470001,112.120003,109.040001,111.400002,107.058029,5490000
2019-08-07,110.370003,111.379997,108.529999,111.120003,106.788956,4231700
2019-08-08,111.959999,114.540001,111.639999,113.970001,109.52787,4815900
2019-08-09,113.239998,114.550003,112.349998,113.769997,109.335663,2788100
2019-08-12,112.900002,114.059998,112.290001,113.599998,109.172279,2318400
2019-08-13,113.529999,116.139999,113.43,115.699997,111.190437,5247200
2019-08-14,114.860001,114.870003,110.220001,110.290001,106.585487,4937900
2019-08-15,110.419998,111.309998,109.209999,110.230003,106.527512,3939900
2019-08-16,110.940002,111.330002,109.290001,110.519997,106.80777,3497600
