Date,Open,High,Low,Close,Adj Close,Volume
2019-07-03,91.779999,93.0,91.550003,92.989998,90.442734,1297000
2019-07-05,93.0,93.129997,91.949997,92.540001,90.005058,1106900
2019-07-08,92.07,92.459999,91.480003,91.800003,89.285332,1409800
2019-07-09,91.019997,92.459999,91.010002,92.290001,89.761902,1982500
2019-07-10,92.220001,92.650002,90.0,90.160004,87.690254,2495500
2019-07-11,90.610001,91.220001,90.169998,90.709999,88.225189,1492000
2019-07-12,91.110001,91.360001,90.57,91.07,88.575333,1499800
2019-07-15,91.379997,91.379997,89.389999,89.75,87.291481,2104800
2019-07-16,90.150002,90.519997,89.540001,89.93,87.46656,2270400
2019-07-17,89.550003,89.849998,88.150002,88.190002,85.774223,1875000
2019-07-18,88.290001,89.18,87.839996,88.760002,86.328598,2881700
2019-07-19,92.029999,92.139999,90.230003,90.650002,88.166824,4118000
2019-07-22,90.519997,92.209999,90.339996,91.720001,89.20752,2917100
2019-07-23,91.93,94.5,91.800003,94.339996,91.755753,2275600
2019-07-24,94.260002,97.129997,93.739998,96.919998,94.265076,3945000
2019-07-25,96.849998,96.870003,95.550003,95.900002,93.273018,2427700
2019-07-26,95.989998,98.620003,95.589996,98.080002,95.393303,3221300
2019-07-29,98.029999,98.279999,96.589996,96.919998,94.265076,2427900
2019-07-30,91.480003,92.0,89.290001,91.209999,88.711479,12268200
2019-07-31,91.300003,93.410004,90.940002,92.419998,89.888336,5102800
2019-08-01,92.419998,93.650002,91.07,91.300003,88.799034,3517000
2019-08-02,90.699997,90.699997,88.279999,89.849998,87.7733,2802100
2019-08-05,88.18,88.580002,85.849998,86.620003,84.617958,3189100
2019-08-06,87.150002,88.419998,85.889999,88.300003,86.259125,2810000
2019-08-07,86.529999,88.199997,85.360001,87.949997,85.917213,2824500
2019-08-08,88.400002,89.470001,87.940002,88.760002,86.708481,2597700
2019-08-09,88.370003,88.599998,87.220001,87.709999,85.682755,2000800
2019-08-12,86.650002,87.089996,85.309998,85.690002,83.70945,1983000
2019-08-13,85.510002,87.949997,85.330002,87.209999,85.194321,3063400
2019-08-14,85.209999,85.769997,83.400002,83.449997,81.521225,3022600
2019-08-15,83.940002,85.080002,83.269997,83.669998,81.736122,2113900
2019-08-16,84.510002,85.769997,83.269997,85.5,83.523842,1797000
2019-08-19,86.849998,87.449997,86.25,86.970001,84.959862,2066400
2019-08-20,86.529999,86.650002,85.110001,85.220001,83.250313,1838000
2019-08-21,86.360001,86.580002,85.779999,86.019997,84.031822,1073200
2019-08-22,86.239998,86.800003,85.239998,85.730003,83.748528,2074700
2019-08-23,85.120003,85.889999,82.68,83.110001,81.189072,2172400
2019-08-26,83.550003,84.32,83.150002,84.279999,82.332031,1428900
2019-08-27,84.82,85.029999,82.629997,83.110001,81.189072,1927800
2019-08-28,82.760002,84.860001,82.669998,84.589996,82.634865,1818500
2019-08-29,85.629997,86.620003,85.550003,86.220001,84.227203,1861600
2019-08-30,86.889999,87.269997,86.209999,86.620003,84.617958,1879100
2019-09-03,85.75,86.0,84.470001,85.349998,83.377304,2647500
2019-09-04,86.25,86.470001,85.349998,85.959999,83.973206,2334300
2019-09-05,86.980003,88.900002,86.82,88.32,86.278664,1872600
2019-09-06,88.419998,88.68,87.790001,88.190002,86.151672,1594200
2019-09-09,88.980003,91.349998,88.769997,90.959999,88.857643,2531200
2019-09-10,91.349998,92.459999,90.800003,91.830002,89.707542,2184500
2019-09-11,91.830002,92.099998,90.120003,92.089996,89.96151,1921800
2019-09-12,91.849998,93.209999,91.010002,92.910004,90.762581,3212000
2019-09-13,93.919998,94.660004,93.120003,93.620003,91.456154,1787700
2019-09-16,92.889999,94.389999,92.650002,94.339996,92.159508,2402100
2019-09-17,94.120003,94.190002,92.769997,93.830002,91.661316,1887900
2019-09-18,93.440002,94.260002,92.510002,93.900002,91.729698,1450300
2019-09-19,93.860001,94.730003,93.25,93.269997,91.114243,1373500
2019-09-20,93.330002,94.190002,92.730003,92.739998,90.596497,2808200
2019-09-23,92.07,93.18,91.720001,92.849998,90.703957,1696800
2019-09-24,93.220001,93.32,90.919998,91.349998,89.238632,3304700
2019-09-25,91.239998,91.949997,90.230003,91.290001,89.180016,2124000
2019-09-26,91.419998,91.940002,90.800003,91.129997,89.023712,1621600
2019-09-27,91.800003,92.260002,90.760002,91.339996,89.228851,1357200
2019-09-30,91.849998,91.849998,90.860001,90.980003,88.877182,1619300
2019-10-01,91.68,92.099998,88.870003,89.07,87.01133,1491600
2019-10-02,88.120003,88.150002,85.919998,86.25,84.2565,2300100
2019-10-03,86.099998,86.290001,83.730003,85.830002,83.846214,2507000
2019-10-04,85.93,87.379997,85.669998,87.32,85.301781,2008800
2019-10-07,86.989998,87.949997,86.860001,86.879997,84.871941,1330800
2019-10-08,85.699997,86.5,84.360001,84.400002,82.449265,1895700
2019-10-09,85.169998,86.150002,85.019997,85.690002,83.70945,1645700
2019-10-10,85.900002,87.809998,85.739998,87.029999,85.018478,1648100
2019-10-11,88.510002,90.400002,88.269997,88.82,86.767097,2472300
2019-10-14,88.519997,89.32,88.300003,88.610001,86.561951,1836600
2019-10-15,89.040001,90.75,88.279999,90.129997,88.046822,1542200
2019-10-16,90.110001,91.139999,89.790001,89.940002,87.861214,2181300
2019-10-17,90.540001,91.089996,89.580002,90.010002,87.929604,1385100
2019-10-18,89.919998,90.519997,89.57,89.800003,87.724449,2182300
2019-10-21,90.709999,91.720001,90.57,91.32,89.209328,1301900
2019-10-22,91.129997,92.559998,90.739998,92.160004,90.0299,2162500
2019-10-23,91.900002,92.860001,91.809998,92.790001,90.645348,1986800
2019-10-24,92.849998,93.129997,91.290001,91.980003,89.854073,2205600
2019-10-25,91.5,93.440002,90.459999,93.25,91.094711,2764600
2019-10-28,93.360001,95.389999,93.360001,95.169998,92.970337,2846100
2019-10-29,94.730003,95.639999,93.970001,94.459999,92.276749,2367700
2019-10-30,94.639999,94.830002,93.32,94.529999,92.345131,1802900
2019-10-31,93.949997,94.68,92.480003,93.25,91.094711,2472300
2019-11-01,94.349998,95.400002,93.940002,95.25,93.0485,2315000
2019-11-04,95.790001,96.18,95.360001,96.169998,93.94722,2160800
2019-11-05,96.75,97.519997,96.440002,97.300003,95.051109,2509000
2019-11-06,97.32,97.489998,96.720001,97.040001,94.797112,2462100
2019-11-07,97.919998,99.620003,97.480003,97.699997,95.441849,3205800
2019-11-08,97.260002,97.489998,96.120003,97.260002,95.402634,2094000
2019-11-11,96.519997,97.309998,96.470001,97.010002,95.157402,1921000
2019-11-12,97.110001,97.410004,96.580002,97.209999,95.353577,2581100
2019-11-13,96.370003,96.889999,95.870003,96.309998,94.470764,1267800
2019-11-14,96.110001,96.870003,96.019997,96.639999,94.794464,1368400
2019-11-15,97.309998,97.629997,96.860001,97.379997,95.520325,1758300
2019-11-18,97.43,97.43,96.82,97.199997,95.343773,2575500
2019-11-19,97.599998,97.690002,96.709999,97.07,95.216255,1769300
2019-11-20,96.5,97.349998,95.93,96.510002,94.666954,2526900
